Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Helthcare_2,Shops_1,Shops_2,Rooms_outlier,HouseFloor_outlier,HouseYear_outlier,LifeSquare_nan,DistrictSize,new_district,IsDistrictLarge,MedPriceByDistrict,MedPriceByFloorYear
3.0,65.84801557386422,38.187745735046676,8.0,5,9.0,1974,0.127375905,1,1,43,8429,3,3,9,1,0,0,0,0,58,0,0,218676.84625314642,189145.45109120343
3.0,83.67658843201858,75.60653407267705,10.0,12,25.0,2017,0.069753361,1,1,53,13670,4,1,11,1,0,0,0,0,63,0,0,324778.032160198,179466.09423541973
1.0,45.59675610091583,41.98979751866914,5.0,18,22.0,1977,0.0077202819999999985,1,1,38,4788,2,0,4,1,0,0,0,1,40,0,0,175424.96122363512,171739.19921978915
1.0,29.040590158941043,17.51319988204315,7.0,6,9.0,1966,0.16197556800000001,1,0,31,7010,5,3,7,1,0,0,0,0,42,0,0,202336.82056576048,192086.8226061738
1.0,42.04040217455788,19.2949493779553,8.0,12,17.0,1981,6.99893e-05,1,1,46,10309,1,1,16,1,0,0,0,0,26,0,0,177280.25250066986,237885.89122667816
1.0,37.244133457027246,23.841367606177826,9.0,3,16.0,1984,0.0,1,1,33,7425,1,2,5,1,0,0,0,0,58,0,0,175768.83156758404,205210.0685419325
3.0,86.51109764882246,82.90413906657577,5.0,3,13.0,1977,0.127375905,1,1,43,8429,3,3,9,1,0,1,0,1,40,0,0,293836.3788425565,180382.19663356265
1.0,29.260246488069054,18.177211278690216,5.0,2,9.0,1973,0.135649789,1,1,46,7960,6,3,11,1,0,0,0,0,24,0,0,187360.07563110936,180382.19663356265
3.0,57.16339979912944,57.69437140117535,5.0,4,9.0,1968,0.040242764,1,1,25,3478,11,3,1,1,0,0,0,0,30,0,0,274749.24259805126,189145.45109120343
1.0,37.93810050364024,19.275545597962246,7.0,4,9.0,1974,0.012338886,1,1,35,5776,1,2,4,1,0,0,0,0,40,0,0,159662.77530927502,189145.45109120343
1.0,40.95049265924969,37.343534077003,5.0,3,3.0,2016,0.43788524,1,1,23,5735,3,0,5,1,0,1,0,1,117,0,1,121387.71128937096,176912.07860305184
3.0,62.655535403016025,38.59981991917117,5.0,7,9.0,1974,0.150817539,1,1,16,3433,4,4,5,1,0,1,0,0,24,0,0,246019.60236425576,192086.8226061738
1.0,52.133425455685476,48.526466873438785,5.0,10,13.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,1,0,1,65,0,0,164116.183543222,181467.96476949815
2.0,61.601340529814756,53.66603164887204,11.0,1,1.0,1977,0.017647053,1,1,2,469,0,0,0,1,0,1,0,1,580,0,1,165993.29245046596,180382.19663356265
2.0,54.57209697205462,31.82721227009678,8.0,6,17.0,1984,0.0077202819999999985,1,1,38,4788,2,0,4,1,0,0,0,0,21,0,0,226073.51208253118,234076.0658760037
3.0,80.87816599406477,81.53409132634162,10.0,2,3.0,2015,0.041116354,1,1,53,14892,4,1,4,1,0,1,0,0,6,0,0,179822.6071578644,176912.07860305184
1.0,48.97690242531936,46.71593589700361,10.0,18,25.0,2017,0.23861713,1,1,26,3889,6,3,6,1,0,0,0,0,22,0,0,260328.41337559265,192555.49709032386
2.0,64.2630490902412,38.73611954802006,10.0,5,17.0,1996,0.151346216,1,0,32,5889,10,4,1,1,0,0,0,0,18,0,0,233974.12783361145,217602.69968302205
2.0,47.97780588137337,32.02948290741428,5.0,5,14.0,1968,0.14890389099999998,1,1,9,1952,1,3,2,1,0,0,0,0,117,0,1,168157.30450718384,189145.45109120343
1.0,41.72439128048997,22.71446905428964,8.0,2,14.0,1985,0.458174486,1,0,26,4439,1,1,5,1,0,0,0,0,85,0,0,162575.90507577494,205210.0685419325
2.0,54.06817610720329,36.24393958632571,9.0,13,17.0,2006,0.24603154800000002,1,0,22,3151,4,3,3,1,0,0,0,0,54,0,0,194862.1794695985,254236.32508556198
3.0,72.43243421296953,40.20382834250341,11.0,1,17.0,2013,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,0,372,0,1,172778.61536482215,176912.07860305184
2.0,53.2483056104646,30.605048182278058,8.0,9,12.0,1987,0.306977489,1,1,27,5148,14,5,7,1,0,0,0,0,13,0,0,212786.0017001436,234076.0658760037
1.0,106.51421050171056,102.90725191946387,5.0,1,2.0,1977,0.014072961,1,1,2,475,0,0,0,1,0,0,0,1,372,0,1,104300.89360893519,180382.19663356265
3.0,84.25071007483109,4.187884785066365,5.0,1,1.0,2016,0.072157581,1,1,2,629,1,0,0,0,0,1,0,0,580,0,1,207858.57125868363,176912.07860305184
3.0,73.3263603112069,54.86226018960707,8.0,2,5.0,1968,0.08761909,1,1,8,1497,5,1,0,1,0,0,0,0,10,0,0,250434.0458276204,180382.19663356265
1.0,60.89093137456424,45.76851224524213,11.0,13,32.0,2011,0.23610845800000002,1,1,16,3893,27,3,10,1,0,0,0,0,12,0,0,227510.0337622088,179466.09423541973
1.0,46.00284676105961,46.75757387293685,10.0,5,17.0,2014,0.011654127,1,1,4,915,0,0,0,1,0,0,0,0,580,0,1,119817.44845668125,165526.307915045
3.0,64.0749765724599,47.63342809376685,6.0,9,9.0,1983,0.371148999,1,1,34,7065,1,2,5,1,0,1,0,0,94,0,0,225204.44500855386,234076.0658760037
1.0,87.76261594988847,85.12547136559083,5.0,5,15.0,1977,0.21140121399999998,1,1,9,1892,0,0,1,1,1,0,0,0,580,0,1,119817.44845668125,189145.45109120343
1.0,47.29519201702055,43.688233434773856,5.0,5,24.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,147956.0257349155,189145.45109120343
3.0,76.0916013065407,49.61601231222922,10.0,9,17.0,1989,0.21843974,1,1,21,4472,6,4,7,0,0,1,0,0,12,0,0,358752.6606149075,234076.0658760037
1.0,38.520283006419355,34.913324424172664,5.0,19,20.0,1977,0.118537385,1,1,30,6207,1,1,0,1,0,0,0,1,55,0,0,149344.9804183917,171739.19921978915
2.0,54.40702243927019,34.714475746512214,8.0,11,14.0,1988,0.0,1,1,39,8647,0,0,5,1,0,0,0,0,10,0,0,200072.11188657477,237885.89122667816
2.0,42.777705608593934,28.456938661925502,5.0,4,5.0,1964,0.040242764,1,1,25,3478,11,3,1,1,0,0,0,0,30,0,0,190243.10288886505,189145.45109120343
1.0,38.697608818943365,22.869349335334626,12.0,22,22.0,1981,0.136244425,1,1,11,2370,0,0,1,1,0,0,0,0,194,0,1,139025.78503488025,281843.2505443552
2.0,46.279515010101754,31.112516682509106,5.0,5,5.0,1965,0.000995363,1,1,42,7651,1,1,5,1,0,0,0,0,35,0,0,167820.8888309116,189145.45109120343
1.0,33.730033745298904,20.076700983655595,5.0,5,5.0,1962,0.034331497,1,1,25,5487,3,0,4,1,0,1,0,0,117,0,1,157949.78200735728,189145.45109120343
2.0,55.74244882282113,32.70495912497384,8.0,6,14.0,1993,0.136244425,1,1,11,2370,0,0,1,1,0,0,0,0,194,0,1,189032.18374533387,234076.0658760037
2.0,61.25323627811223,57.64627769586554,5.0,7,13.0,1977,0.089039719,1,1,33,7976,5,0,11,1,0,1,0,1,19,0,0,203384.32802587762,192086.8226061738
2.0,40.790549644087776,29.877310901256646,5.0,3,5.0,1964,0.486245621,1,1,13,2514,19,0,6,1,0,1,0,0,10,0,0,194485.34838864987,180382.19663356265
1.0,33.07180726663486,22.237242127160783,6.0,2,9.0,1979,0.037177818,1,1,52,11217,1,1,7,1,0,0,0,0,164,0,1,131107.27196192677,180382.19663356265
1.0,38.387611206608064,21.082264006993714,6.0,8,9.0,1976,0.300322518,1,1,52,10311,6,1,9,1,0,0,0,0,86,0,0,178707.2613129277,192086.8226061738
2.0,54.69426949377282,37.599916476351844,6.0,8,9.0,1971,0.282797669,1,1,33,8667,2,0,6,1,0,0,0,0,58,0,0,208793.45650635546,192086.8226061738
2.0,64.80289313515918,61.19593455291249,5.0,15,17.0,2017,7.81528e-05,1,1,22,6398,141,3,23,1,0,0,0,1,148,0,1,179630.40019799524,179466.09423541973
1.0,46.574439257839316,21.552668227516016,10.0,11,19.0,2011,0.006076152,1,1,30,5285,0,6,6,1,0,0,0,0,31,0,0,145029.08533463578,179466.09423541973
2.0,49.66247362210045,30.62156774928513,6.0,8,9.0,1979,0.0,1,1,39,8647,0,0,5,1,0,0,0,0,17,0,0,239916.73499882902,192086.8226061738
2.0,57.153242050681506,32.44678840754966,8.0,4,14.0,1990,0.025609157,1,1,33,5261,0,3,1,1,0,0,0,0,445,0,1,203094.7278714942,217602.69968302205
3.0,64.10719397143231,47.84497266032838,7.0,3,12.0,1972,0.0,1,1,36,6714,2,0,2,1,0,0,0,0,20,0,0,324796.74972078064,180382.19663356265
2.0,56.86919188549295,33.552521128672645,8.0,13,14.0,1971,0.174739084,1,1,17,3379,9,0,3,1,0,0,0,0,18,0,0,221402.82049094525,181467.96476949815
2.0,52.08588110077225,32.0635390859434,8.0,3,17.0,1989,0.0,1,1,30,5562,0,0,5,0,0,0,0,0,13,0,0,248195.75811009732,205210.0685419325
2.0,71.92421724615528,68.31725866390859,5.0,5,13.0,1977,0.195781053,1,1,23,5212,6,3,2,1,0,1,0,1,79,0,0,329815.68074626534,189145.45109120343
3.0,74.52176035298096,44.761900380950394,10.0,11,17.0,1994,0.033493708,1,1,66,10573,1,3,8,1,0,0,0,0,65,0,0,226202.8347008078,237885.89122667816
1.0,40.86292420456615,24.696075370686426,6.0,4,9.0,1978,0.23220508399999998,1,1,24,4860,1,0,3,1,0,0,0,0,76,0,0,171145.16906879435,189145.45109120343
3.0,4.390330860271007,5.6107721922483895,5.0,8,19.0,2016,0.21140121399999998,1,1,9,1892,0,0,1,1,0,0,0,0,580,0,1,207858.57125868363,178912.36908081267
2.0,59.60436616071919,29.55914357861304,8.0,6,12.0,2005,0.158249043,1,1,21,5731,0,1,0,1,0,0,0,0,28,0,0,248276.5805421042,227478.6879975081
1.0,34.60479263754739,22.43123503349944,5.0,5,5.0,1964,0.069660344,1,1,31,6119,4,1,2,1,0,0,0,0,56,0,0,148775.804866926,189145.45109120343
2.0,63.795780451455535,60.188821869208844,5.0,8,13.0,1977,0.017647053,1,1,2,469,0,0,0,1,0,1,0,1,580,0,1,165993.29245046596,192086.8226061738
1.0,45.34132487253649,41.7343662902898,5.0,11,22.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,147956.0257349155,181467.96476949815
1.0,41.920816172764155,38.94551218496789,5.0,9,17.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,0,445,0,1,147956.0257349155,192086.8226061738
1.0,48.1280710556279,29.967055785849762,6.0,3,9.0,1974,0.002211665,1,1,39,7614,3,1,5,0,0,0,0,0,16,0,0,207613.26518567672,180382.19663356265
2.0,51.24278942097043,31.488620130638598,6.0,12,12.0,1982,0.300322518,1,1,52,10311,6,1,9,1,0,0,0,0,86,0,0,233805.8487506346,237885.89122667816
1.0,52.787089900600655,5.600608642884136,5.0,1,1.0,2015,0.014072961,1,1,2,475,0,0,0,1,0,1,0,0,372,0,1,104300.89360893519,176912.07860305184
2.0,88.40729652418949,84.8003379419428,5.0,2,13.0,1977,0.111627393,1,1,50,12238,8,2,3,1,0,1,0,1,26,0,0,224211.26528600245,180382.19663356265
2.0,54.43049580008688,33.452855324729306,8.0,7,14.0,1999,0.13321533300000002,1,1,49,11395,3,3,4,0,0,0,0,0,76,0,0,246103.408670882,234076.0658760037
1.0,42.12875853042321,22.171505167598887,8.0,12,14.0,2003,0.041116354,1,1,53,14892,4,1,4,1,0,0,0,0,580,0,1,119817.44845668125,254236.32508556198
1.0,56.63186379572217,25.18260406365757,12.0,20,25.0,2011,0.307466659,1,0,30,5048,9,2,5,1,0,0,0,0,26,0,0,203801.768016864,192555.49709032386
3.0,55.461870114209155,42.326019634863,5.0,4,5.0,1964,0.18878376600000002,1,1,31,6137,4,0,1,1,0,0,0,0,86,0,0,255889.16988594673,189145.45109120343
1.0,48.13461166701377,44.52765308476708,5.0,4,13.0,1977,0.072157581,1,1,2,629,1,0,0,0,0,1,0,1,580,0,1,119817.44845668125,189145.45109120343
2.0,58.55380927130469,54.946850689057996,5.0,7,13.0,1977,0.072157581,1,1,2,629,1,0,0,0,0,1,0,1,580,0,1,165993.29245046596,192086.8226061738
3.0,80.2881356694835,1.2970302250181545,5.0,14,18.0,1977,0.161531741,1,1,25,5648,1,2,4,1,0,0,0,0,194,0,1,244756.66532510985,181467.96476949815
3.0,85.84207480665005,58.90892550798329,9.0,8,8.0,1960,0.195781053,1,1,23,5212,6,3,2,1,0,0,0,0,15,0,0,245090.01327077192,192086.8226061738
3.0,77.49673414720961,68.84003354981755,12.0,7,9.0,2017,0.24320451899999998,1,1,5,1564,0,0,0,1,0,1,0,1,345,0,1,215707.92534743663,178912.36908081267
1.0,40.25619144919104,36.64923286694435,5.0,1,1.0,2016,7.81528e-05,1,1,22,6398,141,3,23,1,0,1,0,1,148,0,1,127160.13786863102,176912.07860305184
2.0,47.670610634491645,31.707301188480557,5.0,4,5.0,1962,0.049863387,1,1,18,3746,9,3,1,1,0,0,0,0,5,0,0,210517.65412219602,189145.45109120343
1.0,42.31639406570449,22.58776028766353,10.0,22,22.0,1995,0.161531741,1,1,25,5648,1,2,4,1,0,0,0,0,194,0,1,139025.78503488025,281843.2505443552
1.0,63.71493119526488,60.10797261301819,5.0,11,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,1,372,0,1,104300.89360893519,181467.96476949815
1.0,34.877937647896196,20.307126874342526,5.0,5,5.0,1964,0.212515361,1,1,19,3293,16,3,7,1,0,0,0,0,16,0,0,215953.54003632977,189145.45109120343
3.0,76.10359175065216,53.090545906280305,6.0,4,17.0,2004,0.371148999,1,1,34,7065,1,2,5,1,0,0,0,0,65,0,0,339807.8649743253,250383.83440186398
2.0,94.51083249381664,47.02250368825114,6.0,9,11.0,2015,0.16197556800000001,1,0,31,7010,5,3,7,1,0,0,0,0,42,0,0,233473.0905567641,178912.36908081267
1.0,42.7854738702447,39.17851528799801,5.0,1,1.0,1977,0.049637257000000004,1,1,34,7759,0,1,3,1,0,1,0,1,116,0,1,195474.2991267647,180382.19663356265
3.0,79.86657663399278,46.262480711343386,9.0,7,17.0,1999,0.151346216,1,0,32,5889,10,4,1,1,0,0,0,0,40,0,0,413715.8009872843,234076.0658760037
1.0,39.39200481604168,24.57401113573191,8.0,2,14.0,1988,0.0,1,1,39,8647,0,0,5,1,0,0,0,0,10,0,0,170407.09918311835,205210.0685419325
2.0,53.078404023323145,30.05504816653448,9.0,3,17.0,2002,0.1363303,1,1,30,6141,10,3,6,1,0,0,0,0,25,0,0,323234.5805682353,241426.3960999263
3.0,80.87929619177805,77.27233760953136,5.0,16,17.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,241383.6240674414,171739.19921978915
2.0,48.16592079445754,32.36273566892078,5.0,8,9.0,1974,0.130617806,1,1,39,10418,9,1,9,1,0,0,0,0,60,0,0,202514.82509105158,192086.8226061738
2.0,39.28575413491308,26.55599242050659,6.0,7,9.0,1971,0.069660344,1,1,31,6119,4,1,2,1,0,0,0,0,30,0,0,190243.10288886505,192086.8226061738
1.0,47.88207901962525,17.20794240909246,12.0,14,21.0,2011,0.0,1,1,7,1660,39,1,5,1,0,0,0,0,5,0,0,87772.41857664204,179466.09423541973
2.0,55.22535790278945,33.57334787232359,9.0,8,9.0,1999,0.041116354,1,1,53,14892,4,1,4,1,0,0,0,0,580,0,1,165993.29245046596,234076.0658760037
1.0,34.917014958412715,23.916308816205948,5.0,3,9.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,0,372,0,1,104300.89360893519,180382.19663356265
3.0,78.19841555735384,78.28739027117942,5.0,4,12.0,1977,0.195781053,1,1,23,5212,6,3,2,1,0,0,0,0,79,0,0,410641.4580360117,189145.45109120343
3.0,79.20641609355731,51.89166591174432,8.0,4,5.0,1958,0.151346216,1,0,32,5889,10,4,1,1,0,1,0,0,40,0,0,413715.8009872843,189145.45109120343
2.0,54.02465453948425,34.9070872622148,9.0,11,16.0,1979,0.037177818,1,1,52,11217,1,1,7,1,0,0,0,0,51,0,0,243529.5045962189,181467.96476949815
2.0,43.62402429323655,24.99682211780989,5.0,7,8.0,1964,0.210473241,1,1,11,2398,2,3,0,1,0,0,0,0,10,0,0,211501.79222088927,192086.8226061738
3.0,80.01017736006689,45.75452109982377,10.0,12,22.0,1992,0.21843974,1,1,21,4472,6,4,7,0,0,0,0,0,12,0,0,358752.6606149075,237885.89122667816
3.0,83.86617444067562,80.25921585842893,5.0,1,1.0,2014,0.041124634,1,1,46,9515,5,1,10,1,0,1,0,1,60,0,0,463959.18634767114,176912.07860305184
1.0,36.99886913653765,23.075780892656013,9.0,11,14.0,1976,0.033493708,1,1,66,10573,1,3,8,1,0,0,0,0,65,0,0,158544.53897927297,181467.96476949815
3.0,92.90665943170477,59.170832703794794,10.0,4,8.0,1958,0.23610845800000002,1,1,16,3893,27,3,10,1,0,0,0,0,4,0,0,500773.07427749323,189145.45109120343
2.0,46.11321023321165,28.318492608207816,6.0,7,9.0,1970,0.127811589,1,1,28,7287,5,1,3,1,0,0,0,0,47,0,0,209423.3982276428,192086.8226061738
2.0,80.48678079013256,76.87982220788587,5.0,4,16.0,2016,0.072157581,1,1,2,629,1,0,0,0,0,0,0,1,164,0,1,180750.47174904266,165526.307915045
1.0,39.409500840703814,35.80254225845712,5.0,5,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,1,372,0,1,104300.89360893519,189145.45109120343
2.0,65.40588162562558,61.79892304337889,5.0,14,17.0,1977,0.371148999,1,1,34,7065,1,2,5,1,0,0,0,1,94,0,0,168723.59916172136,181467.96476949815
1.0,41.23257453808888,39.62475140923999,5.0,17,20.0,2017,0.118537385,1,1,30,6207,1,1,0,1,0,0,0,0,55,0,0,149344.9804183917,192555.49709032386
2.0,56.0797692900446,54.34714602422993,9.0,8,12.0,2007,0.158249043,1,1,21,5731,0,1,0,1,0,0,0,0,29,0,0,229725.62031650735,227478.6879975081
1.0,46.31657253680563,45.69427615877634,5.0,13,19.0,2014,0.072157581,1,1,2,629,1,0,0,0,0,0,0,0,580,0,1,119817.44845668125,179466.09423541973
2.0,45.9357519359109,30.05343310388392,5.0,8,9.0,1972,0.012338886,1,1,35,5776,1,2,4,1,0,0,0,0,40,0,0,229712.41663623642,192086.8226061738
1.0,47.314856724809296,43.707898142562605,5.0,10,17.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,147956.0257349155,181467.96476949815
2.0,54.09981750568418,50.49285892343749,5.0,7,15.0,2018,7.81528e-05,1,1,22,6398,141,3,23,1,0,0,0,1,148,0,1,179630.40019799524,178912.36908081267
1.0,38.31753973039827,20.39024532261694,8.0,6,17.0,1986,0.100455735,1,1,43,7227,0,1,6,0,0,0,0,0,18,0,0,177361.0499959992,234076.0658760037
2.0,42.13505931884347,29.899371954182037,5.0,1,5.0,1963,0.038692987000000005,1,1,28,6533,1,2,5,1,0,0,0,0,86,0,0,199436.51251826299,180382.19663356265
3.0,74.4616381695478,72.60063239711381,5.0,5,17.0,2016,7.81528e-05,1,1,22,6398,141,3,23,1,0,1,0,0,148,0,1,197241.12388996888,165526.307915045
2.0,49.39635705865388,29.672498518984185,7.0,6,8.0,1963,0.0006991189999999999,1,1,14,3369,24,0,3,1,0,0,0,0,11,0,0,293249.1067614061,192086.8226061738
1.0,36.692587324815975,19.545905462995968,7.0,7,14.0,2009,0.00016967599999999998,1,1,36,5992,0,1,1,1,0,0,0,0,86,0,0,156717.72231392798,227478.6879975081
1.0,40.17245200725871,23.92333552496944,9.0,10,16.0,1985,0.521867054,1,1,25,6149,0,0,0,1,0,1,0,0,51,0,0,147456.16058131488,237885.89122667816
1.0,47.34712074689908,48.1099518092399,5.0,21,25.0,2014,7.81528e-05,1,1,22,6398,141,3,23,1,0,0,0,0,148,0,1,127160.13786863102,192555.49709032386
3.0,73.93021713152798,70.32325854928129,5.0,4,17.0,1977,0.118537385,1,1,30,6207,1,1,0,1,0,0,0,1,55,0,0,209821.32855656915,189145.45109120343
2.0,64.61599340021297,61.00903481796628,5.0,5,17.0,1977,0.24320451899999998,1,1,5,1564,0,0,0,1,0,0,0,1,345,0,1,178456.97357523238,189145.45109120343
2.0,43.8865210357901,28.49189780791887,6.0,3,9.0,1970,0.341071945,1,1,27,5664,48,3,11,1,0,0,0,0,20,0,0,221918.95312366594,180382.19663356265
1.0,30.11429161806603,15.745902027299854,5.0,9,9.0,1981,0.037177818,1,1,52,11217,1,1,7,1,0,1,0,0,51,0,0,160187.25180281582,234076.0658760037
1.0,36.067061918046996,21.460674382698592,6.0,2,9.0,1971,0.0006991189999999999,1,1,14,3369,24,0,3,1,0,1,0,0,5,0,0,233500.34139121074,180382.19663356265
2.0,45.83818962408642,30.160033878213376,5.0,6,9.0,1965,0.21843974,1,1,21,4472,6,4,7,0,0,0,0,0,18,0,0,225052.54544041725,192086.8226061738
3.0,110.11909954724285,110.33376310675293,5.0,1,1.0,2015,0.006076152,1,1,30,5285,0,6,6,1,0,1,0,0,24,0,0,491296.2451733697,176912.07860305184
1.0,39.22523312295325,18.971950340739216,11.0,5,13.0,1977,0.017647053,1,1,2,469,0,0,0,1,0,1,0,0,580,0,1,119817.44845668125,189145.45109120343
1.0,42.331738978345626,41.98746804433961,10.0,14,17.0,2017,0.069753361,1,1,53,13670,4,1,11,1,0,0,0,0,63,0,0,195997.30991425377,179466.09423541973
2.0,67.07893361391011,63.47197503166342,5.0,5,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,1,372,0,1,144402.24532042688,189145.45109120343
1.0,47.48558464875349,43.8786260665068,5.0,2,3.0,1977,0.034656082000000005,1,1,0,168,0,0,0,1,0,1,0,1,372,0,1,104300.89360893519,180382.19663356265
1.0,34.43233026263429,21.214778331042968,5.0,2,4.0,1960,0.050272014000000004,1,1,21,4231,14,0,3,1,0,1,0,0,18,0,0,189769.1632007544,180382.19663356265
3.0,86.64382386213744,57.72749274361696,10.0,6,12.0,2003,0.037316452,1,1,32,6748,93,4,10,1,0,0,0,0,4,0,0,452985.51668243797,227478.6879975081
1.0,34.90863180087057,22.908749929271632,7.0,5,5.0,1960,0.14966637300000002,1,1,22,4789,2,4,1,1,0,1,0,0,48,0,0,153993.01841010654,189145.45109120343
1.0,44.62963383947604,41.02267525722935,5.0,16,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,1,372,0,1,104300.89360893519,171739.19921978915
1.0,34.998058588883836,22.267017630618817,5.0,5,5.0,1964,0.086885265,1,1,10,2277,2,0,0,1,0,0,0,0,56,0,0,148775.804866926,189145.45109120343
2.0,60.95074840098357,33.223170627303126,9.0,5,16.0,2003,0.038692987000000005,1,1,28,6533,1,2,5,1,0,0,0,0,86,0,0,199436.51251826299,250383.83440186398
3.0,64.32730371330857,46.063673244664365,6.0,6,12.0,1977,6.99893e-05,1,1,46,10309,1,1,16,1,0,0,0,0,26,0,0,238561.87098655148,192086.8226061738
2.0,66.06187599624127,43.373966741119936,10.0,9,25.0,2014,0.24320451899999998,1,1,5,1564,0,0,0,1,0,0,0,0,345,0,1,178456.97357523238,178912.36908081267
3.0,93.29469849685779,89.6877399146111,5.0,15,24.0,1977,0.069753361,1,1,53,13670,4,1,11,1,0,0,0,1,53,0,0,320748.55569443153,181467.96476949815
2.0,47.31752643089487,31.100516771763807,6.0,6,12.0,1975,0.127375905,1,1,43,8429,3,3,9,1,0,0,0,0,40,0,0,207534.65902346614,192086.8226061738
3.0,61.8497229800058,47.76525398211033,5.0,3,9.0,1969,0.000995363,1,1,42,7651,1,1,5,1,0,0,0,0,35,0,0,229813.31351107685,180382.19663356265
1.0,46.613797455152906,43.006838872906215,5.0,1,4.0,1977,0.014072961,1,1,2,475,0,0,0,1,0,0,0,1,372,0,1,104300.89360893519,180382.19663356265
1.0,41.96945383398282,38.36249525173613,5.0,7,17.0,1977,0.24320451899999998,1,1,5,1564,0,0,0,1,0,0,0,1,345,0,1,131151.38600978858,192086.8226061738
3.0,80.53328764147247,54.642091327906684,8.0,5,5.0,1960,0.050272014000000004,1,1,21,4231,14,0,3,1,0,0,0,0,7,0,0,333865.7470330601,189145.45109120343
3.0,59.02934757605484,41.61939037280239,5.0,5,5.0,1967,0.225824954,0,1,41,6558,7,3,2,1,0,0,0,0,54,0,0,235933.5255640208,189145.45109120343
3.0,78.50300268726595,46.92408640331194,10.0,9,12.0,2001,0.09229064199999999,1,1,21,4346,2,1,2,1,0,0,0,0,36,0,0,233975.9147241121,227478.6879975081
2.0,70.4369562610573,66.82999767881061,5.0,1,1.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,1,0,1,445,0,1,203094.7278714942,180382.19663356265
2.0,64.61624383128112,64.28542786767356,5.0,13,20.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,0,445,0,1,203094.7278714942,181467.96476949815
2.0,48.977875344202396,30.90736751892507,6.0,3,12.0,1983,0.175054867,1,1,36,10055,3,1,0,1,0,0,0,0,76,0,0,229959.31169911794,205210.0685419325
3.0,67.6031251055517,51.52074190796596,7.0,6,8.0,1957,0.081943463,1,1,20,2738,20,1,4,1,0,0,0,0,3,0,0,469709.83136214776,192086.8226061738
1.0,35.391607694004314,18.769906779154013,6.0,5,9.0,1972,0.033493708,1,1,66,10573,1,3,8,1,0,0,0,0,65,0,0,158544.53897927297,189145.45109120343
2.0,61.2912134877939,57.684254905547206,5.0,20,25.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,1,372,0,1,144402.24532042688,171739.19921978915
1.0,35.74191628362617,18.684569907741245,6.0,8,9.0,1975,0.282797669,1,1,33,8667,2,0,6,1,0,0,0,0,58,0,0,163976.5353654754,192086.8226061738
1.0,35.585538491189936,30.738631757091888,5.0,4,4.0,1977,0.034656082000000005,1,1,0,168,0,0,0,1,0,1,0,0,372,0,1,104300.89360893519,189145.45109120343
2.0,66.65169857811078,66.79640068308359,5.0,12,17.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,0,445,0,1,203094.7278714942,181467.96476949815
1.0,39.368070933908136,35.761112351661446,5.0,7,17.0,1977,0.24320451899999998,1,1,5,1564,0,0,0,1,0,1,0,1,345,0,1,131151.38600978858,192086.8226061738
2.0,39.57078838675145,22.93901067781146,6.0,5,12.0,1969,0.23220508399999998,1,1,24,4860,1,0,3,1,0,0,0,0,76,0,0,229959.31169911794,189145.45109120343
3.0,67.65774121277265,44.458409456816156,7.0,7,12.0,1975,0.00016967599999999998,1,1,36,5992,0,1,1,1,0,0,0,0,86,0,0,246878.7885605056,192086.8226061738
1.0,42.50100652680478,20.6348291554613,8.0,7,16.0,2006,0.050900058,1,1,43,10621,1,2,3,1,0,0,0,0,51,0,0,147456.16058131488,227478.6879975081
3.0,75.41479301281984,44.047902307458536,10.0,16,17.0,2004,0.069753361,1,1,53,13670,4,1,11,1,0,0,0,0,63,0,0,324778.032160198,234614.2421975136
